TEPCLI;Time from INI to end of EPCL test activation
TEVCKMX;Maximum purge time during DLDP-TEV check
TFASLAMN;Min time after cat heating for tester request secondary air diagnosis
TFDLLRO;Upper threshold for time window for DLLR
TFDLLRU;Lower threshold for time window for DLLR
TFGRHE;Delay time for detection of cruise control lever fault
TFGRHSNP;Tolerance time for non-plausibility of cruise control main switch
TFGRTIP;Time for detection of held cruise control function key accelerate or decelerate
TFIMSLI;Time constant for msli and msln filters
TFIMSLIK;Time constant for msli and msln filters during short test
TFIMSLO;Time constant for mslo filter
TFIMSLOK;Time constant for mslo filter during short test
TFIMSLV;Time constant for mslv filter
TFIMSLVK;Time constant for mslv filter during short test
TFMIZU;Filter time constant for filtering the permissible torque
TFPWG2;Filter time for filtering poti 2 during movement detection
TFRAOZ;Residence time in FRAO for cycle flag with non-settled adaptation
TFRAUZ;Residence time in FRAU for cycle flag with non-settled adaptation
TFRMB;Delay time for detecting lambda controller mean value within thresholds
TFRMDTEE;Detection time for settled frm
TFWDKSOF;Time for target throttle valve filtering
TFWDKSOM;Time constant for target throttle angle filtering with Kl15 off
TGRACMX;Monitoring counter for upper limit of cruise control message counter difference
TGRACNU;Monitoring time for lower limit of cruise control message counter difference
THHA;Off-time for reducing heater power of post-cat sensor at 13V
THHAWU;Off-time during power reduction of post-cat sensor heater
THLDUVD;Hold time for dynamic LDR recirculating valve control
THSHKTK_0_A;Characteristic for off-duration of sensor heater depending on exhaust temp post-cat
THSHKTK_1_A;Characteristic for off-duration of sensor heater depending on exhaust temp post-cat
TIKATBTS;Temperature threshold in cat for component protection
TIKATMOE;Temperature correction in cat without exothermic tikatm
TISPMN;Minimum purge duration during initial purge leak diagnosis
TIZUMN;Minimum time for TEV-closed during initial purge leak diagnosis
TKATBTS;Cat temperature threshold for component protection
TKATDSL;Maximum catalytic converter temperature for enabling secondary air diagnosis
TKATMLRH_0_A;Switch-on threshold cat model temperature for post-cat lambda control
TKATMLRH_1_A;Switch-on threshold cat model temperature for post-cat lambda control
TKATMN;Cat temperature control threshold for cat keep-warm
TKATMOE;Temperature correction cat without exothermic tkatm
TKATMSHU;Cat temperature for sufficient sensor heating
TKATSA;Cat temperature threshold for fuel cut-off
TKATW;Cat temperature threshold for cat keep-warm (alt)
TKHABB;Debounce time for abort conditions of cat heating function
TKHLLAB;Debounce time for end of cat heating speed at idle
TKHLLMX_0_A;Maximum time for increased cat heating speed
TKHLLMX_1_A;Maximum time for increased cat heating speed
TKHLL_0_A;Abort time for cat heating at idle
TKHLL_1_A;Abort time for cat heating at idle
TKOAMXN;Maximum shut-off time of AC compressor
TKOEMNN;Minimum switch-on time of AC compressor
TKOTMSK;Minimum shut-off time of AC compressor after AC off
TKOVKO;Monitoring time for AC button detection after reset of B_kov
TKSTBFA;Model temperature cat start value for B_faatm request (short dew point end)
TLAED;Wait time until MIL off after start
TLAMFAS;Delay time until driver request lambda is active at altitude
TLDOBAN;Time for active LDR overboost
TLDOBN;Lock time for LDR overboost
TLDP1SD;Time threshold 1 for detection of "system tight" in leak diagnosis module
TLDP2SD;Time threshold 2 for detection of "system tight" in leak diagnosis module
TLDPMN;Wait time after start for enabling leak diagnosis
TLDPMX;Maximum diagnosis time after start
TLDPRKL;Time for 'Reed contact closed' detection (Closed Check)
TLDPRKO;Time for 'Reed contact open' detection in leak diagnosis module
TLDPSMN;Minimum purge duration before continuing leak diagnosis
TLDPZMN;Minimum time for TEV-closed before continuing leak diagnosis
TLDRA;Delay time for diagnosis LDR control deviation cycle flag detection
TLKRLDAB;Time constant for slow boost pressure reduction
TLKRLDAU;Time constant for slow boost pressure recovery
TLMSSLAB;Debounce time for secondary air enrichment abort
TLMSSLMX;Maximum time for secondary air enrichment at idle
TLRZWTMS;Time for forced LR activation (CARB requirement) after start
TLSUSAE;Time for fault entry during B_sa
TLSUTA;Characteristic for switch-on duration of LSU heater after start
TLSUVH;Time for LSU preheating
TMAXKAT_0_A;Maximum cat temperature for cat diagnosis
TMAXKAT_1_A;Maximum cat temperature for cat diagnosis
TMBVH;Delay time for abuse prevention activation
TMCC650;Knock control test mode at pin ADT of CC650
TMDNWMN;Minimum engine temperature for enabling camshaft diagnosis
TMDNWMX;Maximum engine temperature for enabling camshaft diagnosis
TMDSLAMN;Min engine temperature for additional diagnosis
TMDSLMN;Min engine temperature for DSLS
TMDSLMX;Max engine temperature for DSLS
TMDTEU;Lower engine temperature threshold for tank venting diagnosis
TMESP;Engine temperature threshold for quick start
TMEWDTEU;Lower temperature threshold for TE diagnosis relative to modeled engine temp
TMEWRAA;Switch-on temperature LRA relative to modeled engine temperature
TMFASLMN;Engine temperature threshold for tester request secondary air diagnosis
TMFDUV;Measurement window time for pulsation evaluation for recirculating valve diagnosis
TMINKAT_0_A;Minimum cat temperature for monitoring
TMINKAT_1_A;Minimum cat temperature for monitoring
TMKIMN;Temperature threshold for switching to substitute signal
TMKRAS;Temperature threshold for enabling write access to adaptation maps
TMLDPO;Upper engine temperature threshold for leak diagnosis module
TMLDPU;Lower engine temperature threshold for leak diagnosis module
TMMXRT;Max engine temperature for retrigger models (block heater detection)
TMMZUV;Minimum measurement time for recirculating valve diagnosis
TMNKATT_0_A;Minimum cat temperature for monitoring during tester mode
TMNKATT_1_A;Minimum cat temperature for monitoring during tester mode
TMNUUKA;Minimum time between 2 adaptation processes (ÜK adaptation)
TMNW;Engine temperature threshold for camshaft adjustment
TMOD8TE;Active time for TE tightness check in Mode 8
TMOTMX;Engine temperature threshold for initial fuel system filling
TMOTSH;Engine temperature threshold for LSU sensor heater
TMOTWRM;Engine temperature for warm engine (target)
TMQSYN;Engine temperature threshold for enabling PG quick start
TMRA1;Off condition (S_LL = 0)
TMRA2;Off condition (S_LL = 1)
TMRAK;Switch-off threshold of lambda control at low start temperature
TMSKLH;Engine temperature threshold for short LRA initial phase at hot start
TMSLADAP;Lock time for repeating adaptation
TMSLIFT;Wait time for mslift filter (torque reserve buildup)
TMSLIFT1;Wait time for mslift filter in Phase 1
TMSLIFTK;Wait time for mslift filter in Phase 1 during short test
TMSLOF;Engine temperature threshold for locking secondary air
TMSSLO;Upper start temperature threshold for secondary air
TMSSLSTO;Upper temperature threshold for secondary air during start
TMSSLSTU;Lower temperature threshold for secondary air during start
TMSSLU;Lower start temperature threshold for secondary air
TMSTFWMN;Minimum engine start temperature for deactivating driver request at altitude
TMSTFWMX;Maximum engine start temperature for deactivating driver request at altitude
TMSTTE;Start temperature threshold for immediate tank venting activation
TMSUKTD;Minimum engine start temperature for catalyst diagnosis
TMUDTEU;Lower ambient temperature threshold for tank venting diagnosis
TMUKAK;Temperature range cold engine for torque converter (ÜK) adaptation
TMUKAU;Lower engine temperature limit for torque converter (ÜK) adaptation
TMUKAW;Temperature range warm engine for torque converter (ÜK) adaptation
TMVDBS;Debounce time for acceleration signal diagnosis
TMZUB2MX;Temperature threshold for angle priority during cold start
TNLATM;Minimum ECU after-run time for engine-off time (ATM)
TNLATMTM;ECU after-run request B_nlatm=1 when engine temperature > threshold
TNLATMTU;ECU after-run request when ambient temperature (tatu-ATM) > threshold
TNLDHLSU;ECU after-run time for DHLSU
TNLSYNMN;Maximum value of phase period duration for synchronization release
TNOMF2;Permissible time outside measurement window, Phase 2
TNOMF3;Permissible time outside measurement window, Phase 3
TNOMF5;Permissible time outside measurement window, Phase 5
TNSDMRKH;Time after start for torque reserve during catalyst heating
TNSEUHRCMP;Threshold for deviation comparison of time after start
TNSLFA;Filter time constant for nslfa
TNSTDSL;Time after start threshold for activating Phase 4
TNSTFWMN;Minimum time after start for deactivating driver request at altitude
TNSTFWMX;Maximum time after start for deactivating driver request at altitude
TNSTKO;Compressor suppression time after start
TNSUUKA;Prohibition time for torque converter (ÜK) adaptation after start
TNWDSTEND;Delay time after start end until camshaft diagnosis release
TNWSABGE;Time constant for setpoint change limitation of intake camshaft
TOELDNWMN;Minimum oil temperature for enabling camshaft diagnosis
TOELDNWMX;Maximum oil temperature for enabling camshaft diagnosis
TOELMX;Oil temperature threshold for engine protection during gearbox emergency mode
TOLEWRLMX;Substitute oil temperature value in case of faulty CAN message
TPERDTE;Time for repetition of tank venting check during continuous idle
TPHERKMN;Minimum engine temperature for phase search
TPHSABSP;Lock time for phase search if operating range was exited
TPHSSP;Lock time for phase search after unsuccessful search
TPLSUIV;Number of driving cycles for debounce B_nplsv (HC poisoning suspected)
TPLSUPWF;Number of driving cycles for debounce B_nplsv (C_pwf)
TPLSUSET;Time for detecting "possibility of HC poisoning"
TPSATS;Target period duration for exhaust temperature sensor
TPSVKMN;Minimum period duration of pre-cat lambda sensor, DLSSA
TPSVKMX;Maximum period duration of pre-cat lambda sensor, DLSSA
TPTEVMN;Period duration threshold for LDP-TEV check
TPUKOR;Filter time for PUKORF
TPUKUKA;Debounce time for detecting torque converter (ÜK) intervention
TQTEDAB;Time for rapid reduction of tank venting purge rate
TRD;Tooth period time for reverse rotation during run-out
TRETRY;Retry time
TRKA;Detection time for settled base adaptation of rkat or rkaz
TRKATZ;Activation time from rkat until cycle flag set if B_gae = FALSE
TRKAUF;Monitoring time for Reed contact opening during Fast Pulse
TRKAZZ;Activation time from rkaz until cycle flag set if B_gae = FALSE
TRSE;Monitoring time for "Control ON"
TRSECMX;Maximum value for relative seconds counter
TSBVDSLTMS;Delay for start of DSLSLRS measurement after sensor readiness
TSFAAA;Dummy: Table start
TSFAATUN;Fault accumulation time: Tuning protection
TSFAAVE;Fault accumulation time: Charcoal filter shut-off valve (power stage)
TSFAGRE;Fault accumulation time: EGR power stage monitoring
TSFAGRF;Fault accumulation time: EGR flow monitoring
TSFATR;Fault severity: Exhaust temperature control
TSFATR2;Fault severity: Exhaust temperature control Bank 2
TSFATS;Fault severity: Exhaust temperature sensor
TSFATS2;Fault severity: Exhaust temperature sensor Bank 2
TSFBM;Fault accumulation time: Reference mark sensor
TSFBREMS;Fault accumulation time: Brake switch
TSFBWF;Fault accumulation time: Accelerator pedal movement
TSFCAS;Fault accumulation time: CAN interface, Timeout ASC
TSFCAT;Fault accumulation time: CAN interface, Timeout ASR
TSFCGE;Fault accumulation time: CAN interface, Timeout EGS
TSFCIF;Fault accumulation time: CAN interface, internal error
TSFCINS;Fault accumulation time: CAN interface, Timeout Instrument cluster
TSFDK;Fault accumulation time: Throttle valve potentiometer
TSFDK1P;Fault accumulation time: Throttle valve 1st potentiometer
TSFDK2P;Fault accumulation time: Throttle valve 2nd potentiometer
TSFDPL;Fault accumulation time: Permanent positive (Terminal 30)
TSFDSBKV;Fault accumulation time: Brake booster pressure sensor
TSFDSL;Fault accumulation time: Boost pressure sensor
TSFDSU;Fault accumulation time: Ambient pressure sensor
TSFDSVLU;Fault accumulation time: Pressure sensor comparison (Boost vs Ambient)
TSFDVEE;Fault accumulation time: DV-E power stage
TSFDVEF;Fault accumulation time: DV-E fault during spring test
TSFDVEL;Fault accumulation time: DV-E position deviation
TSFDVEN;Fault accumulation time: DV-E fault during limp-home position test
TSFDVER;Fault accumulation time: DV-E control range
TSFDVEU;Fault accumulation time: DV-E fault during UMA learning
TSFDVEV;Fault accumulation time: DV-E fault during amplifier alignment
TSFEGFE;Fault accumulation time: Load acquisition input variable
TSFENWS;Fault accumulation time: Intake camshaft control
TSFENWSE;Fault accumulation time: Intake camshaft power stage
TSFEPCLE;Fault accumulation time: EPC check lamp (power stage)
TSFETSE;Fault accumulation time: Electrical thermostat power stage
TSFEV1;Fault accumulation time: Injector Cyl. 1
TSFEV2;Fault accumulation time: Injector Cyl. 2
TSFEV3;Fault accumulation time: Injector Cyl. 3
TSFEV4;Fault accumulation time: Injector Cyl. 4
TSFEV5;Fault accumulation time: Injector Cyl. 5
TSFEV6;Fault accumulation time: Injector Cyl. 6
TSFEV7;Fault accumulation time: Injector Cyl. 7
TSFEV8;Fault accumulation time: Injector Cyl. 8
TSFFP1P;Fault accumulation time: Pedal sensor 1
TSFFP2P;Fault accumulation time: Pedal sensor 2
TSFFPP;Fault accumulation time: Pedal sensor
TSFFRAO;Fault accumulation time: LR adaptation upper range
TSFFRAU;Fault accumulation time: LR adaptation lower range
TSFFRST;Fault accumulation time: Lambda control deviation
TSFGRBH;Fault accumulation time: Cruise control lever
TSFHSH;Fault accumulation time: Post-cat lambda sensor heater
TSFHSH2;Fault accumulation time: Post-cat lambda sensor heater, Bank 2
TSFHSHE;Fault accumulation time: Post-cat lambda sensor heater power stage
TSFHSHE2;Fault accumulation time: Post-cat lambda sensor heater power stage, Bank 2
TSFHSV;Fault accumulation time: Pre-cat lambda sensor heater
TSFHSV2;Fault accumulation time: Pre-cat lambda sensor heater, Bank 2
TSFHSVSA;Fault accumulation time: Pre-cat lambda sensor heater (overrun)
TSFHSVSA2;Fault accumulation time: Pre-cat lambda sensor heater (overrun), Bank 2
TSFKAT;Fault accumulation time: Catalyst conversion
TSFKPE;Fault accumulation time: Fuel pump relay power stage
TSFKRA01;Fault accumulation time: Knock control limit Cyl. 1
TSFKRA02;Fault accumulation time: Knock control limit Cyl. 2
TSFKRA03;Fault accumulation time: Knock control limit Cyl. 3
TSFKRA04;Fault accumulation time: Knock control limit Cyl. 4
TSFKRNT;Fault accumulation time: Knock control zero test
TSFKROF;Fault accumulation time: Knock control offset
TSFKRTP;Fault accumulation time: Knock control test pulse
TSFKS1;Fault accumulation time: Knock sensor 1
TSFKS2;Fault accumulation time: Knock sensor 2
TSFKS3;Fault accumulation time: Knock sensor 3
TSFKS4;Fault accumulation time: Knock sensor 4
TSFKUPPL;Fault accumulation time: Clutch pedal sensor
TSFLASH;Fault accumulation time: Post-cat lambda sensor aging
TSFLASH2;Fault accumulation time: Post-cat lambda sensor aging (Bank 2)
TSFLDE;Fault accumulation time: Boost pressure control valve (power stage)
TSFLDO;Fault accumulation time: Boost pressure characteristic; upper limit exceeded
TSFLDP;Fault accumulation time: Leak diagnosis pump
TSFLDPE;Fault accumulation time: Leak diagnosis pump power stage
TSFLDRA;Fault accumulation time: Boost pressure control deviation
TSFLDUV;Fault accumulation time: Diverter valve power stage
TSFLKVDK;Fault accumulation time: Leak before throttle valve
TSFLLR;Fault accumulation time: Idle control at limit
TSFLM;Fault accumulation time: Air mass meter (LMM/HFM)
TSFLSH;Fault accumulation time: Post-cat lambda sensor
TSFLSV;Fault accumulation time: Pre-cat lambda sensor
TSFMD;Fault accumulation time: Misfires, multiple cylinders
TSFMD00;Fault accumulation time: Misfires Cyl. 0
TSFMD01;Fault accumulation time: Misfires Cyl. 1
TSFMD02;Fault accumulation time: Misfires Cyl. 2
TSFMD03;Fault accumulation time: Misfires Cyl. 3
TSFMDB;Fault accumulation time: Torque limitation target torque
TSFMFA;Fault accumulation time: MIL externally determined
TSFMILE;Fault accumulation time: MIL power stage
TSFN;Fault accumulation time: Speed sensor
TSFNWKW;Fault accumulation time: Camshaft to crankshaft assignment
TSFNWSE;Fault accumulation time: Camshaft control valve power stage
TSFNX;Fault accumulation time: Maximum speed (NMAX) exceeded
TSFPH;Fault accumulation time: Phase sensor
TSFRKAT;Fault accumulation time: LR adaptation additive range per time
TSFRKAZ;Fault accumulation time: LR adaptation additive range per ignition
TSFSCR;Fault accumulation time: Crash signal
TSFSGEEP;Fault accumulation time: ECU defective (EEPROM)
TSFSGEEW;Fault accumulation time: ECU defective (EEPROM Immobilizer range)
TSFSLPE;Fault accumulation time: Secondary air pump (power stage)
TSFSLS;Fault accumulation time: Secondary air system
TSFSLV;Fault accumulation time: Secondary air valve
TSFSLVE;Fault accumulation time: Secondary air valve (power stage)
TSFSUE;Fault accumulation time: Intake manifold changeover power stage
TSFSWE;Fault accumulation time: Rough road detection acceleration sensor
TSFTA;Fault accumulation time: Intake air temperature TANS
TSFTANKL;Fault accumulation time: OBDII error due to empty tank
TSFTES;Fault accumulation time: Tank venting system
TSFTESF;Fault accumulation time: Tank venting system fine leak
TSFTESG;Fault accumulation time: Tank venting system gross leak
TSFTEVE;Fault accumulation time: Tank venting valve power stage
TSFTEVE2;Fault accumulation time: Tank venting valve power stage Bank 2
TSFTM;Fault accumulation time: Engine temperature TMOT
TSFTMKI;Fault accumulation time: Engine temperature from instrument cluster TMKI
TSFTUM;Fault accumulation time: Ambient temperature TUM
TSFUB;Fault accumulation time: Battery voltage UB
TSFUBR;Fault accumulation time: Voltage via main relay UBR
TSFUFMV;Fault accumulation time: Safety monitoring: Torque comparison
TSFUFSKA;Fault accumulation time: Safety monitoring: Safety fuel shut-off
TSFURRAM;Fault accumulation time: Processor monitoring: RAM
TSFURROM;Fault accumulation time: Processor monitoring: ROM
TSFURRST;Fault accumulation time: Processor monitoring: Reset
TSFUVSE;Fault accumulation time: Diverter valve power stage (Turbo)
TSFVFZ;Fault accumulation time: Vehicle speed
TSFWFS;Fault accumulation time: Immobilizer
TSFZZZ;Dummy: Table end
TSKRLDAB;Time constant for rapid boost pressure reduction
TSKRLDAU;Time constant for rapid boost pressure recovery
TSLABB;Residence time for secondary air abort condition
TSLPMN;Minimum switch-on duration of secondary air pump
TSLUBST;Debounce time for secondary air ON during start at UBSLSTMN
TSMNSA;Charging time during fuel cut-off
TSMX;Charging time limitation
TSMXNL;Charging time limitation in fault case
TSPUUKA;Lock time for torque converter (ÜK) adaptation release
TSRFPAB;Minimum switching time of Reed contact for Fast Pulse abort
TSTBB;Interference suppression time for LSU readiness detection
TSTLDOBA;Maximum time until start of overboost active time
TSTZUMN;Time after start for forcibly closed tank venting valve (TEV)
TSWKNBGA_0_A;Time until setpoint correction after end of acceleration
TSWKNBGA_1_A;Time until setpoint correction after end of acceleration
TSWKNVGA_0_A;Time until setpoint correction after end of deceleration
TSWKNVGA_1_A;Time until setpoint correction after end of deceleration
TSWKR;Dead time for aggregate ignition angle retard query
TTE;Time for tank venting phase
TTEAE;Time for tank venting phase with settled mixture adaptation
TTEBSTP;Maximum time for tank venting stop at idle without cycle flags set
TTEGA;Time during tank venting for base adaptation
TTEGAI;Duration of the first mixture adaptation phase
TTEGAIH;Duration of the first mixture adaptation phase during hot start
TTEGAZO;Time for tank venting stop due to mixture adaptation, upper threshold
TTEGAZU;Time for tank venting stop due to mixture adaptation, lower threshold
TTEINI;Time for tank venting in first phase after initialization
TTEMN;Minimum time for tank venting phase
TTEPRIO;Time from start for switching to continuous tank venting
TTEVAZ;Residence time for TEV opening with non-settled frm
TTEZAO;Time for tank venting continuous activation, upper threshold
TTEZAU;Time for tank venting continuous activation, lower threshold
TTOTLDP;Dead time LDP immediate activation during Fast Pulse
TUBKL15;Filter time for redundant Terminal 15 detection
TUMMX_LDRLMX_IMPL;Ambient temperature max boost pressure limit implausibility
TUMTAIT;Initialization value of ambient temperature from TANS
TUPWBWV;Time delay for storing a new Potentiometer 2 value
TUSHSMIN;Minimum duration for gradient measurement to enable filter
TUSPNMN;Minimum sensor voltage time between pos. and neg. edge
TUSPNMX;Maximum sensor voltage time between pos. and neg. edge
TVABST;Delay time for functional shut-off after start end
TVAG;Time for weighting factor fuel cut-off (VA) active
TVAGRFTE;Delay time for EGR release after a lock
TVBATRF;Delay time for exhaust temperature control fault condition
TVCAMSR;Debounce time after start for ASR/MSR faults
TVCJLSU;Delay time for CJ110 error
TVDSLOFF;Time delay for closing secondary air valve during adaptation
TVDTEABG;Delay time between engine and lambda sensor
TVDTEB;Delay time from TEV open for diagnosis result
TVDTEE;Duration from TEV open for DTEV check
TVDTELLA;Minimum time for activation conditions of DTEV opening check
TVDTEVP;Debounce for setting flip-flop DTEV passive check OK
TVDTEVPM;Debounce for setting flip-flop "passive diagnosis possible"
TVDTEVZ;Delay time for closing TEV for DTEV opening check
TVEATRDR;Delay time for resetting bank difference fault (Exhaust Temp Control)
TVEATRDS;Delay time for setting bank difference fault (Exhaust Temp Control)
TVEATRR;Delay time for resetting exhaust temperature control fault
TVEATRS;Delay time for setting exhaust temperature control fault
TVEATSR;Delay time for detecting fault-free exhaust temperature sensor
TVEATSS;Delay time for detecting faulty exhaust temperature sensor
TVEFRG;Delay time after start end until charge controller release
TVFSAM;Temperature-dependent delay time for gear stage OFF
TVFSEM;Temperature-dependent delay time for gear stage ON
TVFSRAM;Engine temperature-dependent delay time for gear stage off (Reverse)
TVFSREM;Engine temperature-dependent delay time for gear stage on (Reverse)
TVFUE;Delay time for charge buildup
TVFZDIF;Time interval for vehicle speed difference calculation
TVFZNW;Delay time for CIFI factor activation after camshaft changeover
TVHKLSU;Delay time for heater coupling diagnosis
TVHKLSUV;Time for heater coupling diagnosis (alt)
TVHSH;Switch-on delay for post-cat sensor heater
TVKOE1;Delay time for compressor ON (for torque reserve)
TVKOEOF;Delay time for B_koe OFF
TVKOEP;Delay time for compressor ON (alt)
TVKOEV;Delay time for compressor switch-on (dead time)
TVKOGANDEL;Delay time for compressor ON (specific gear/delta)
TVKOSSIM;Delay time for simulating an active AC during start
TVKRSTAT;Delay time knock control stationary operation
TVKUPAR;Clutch delay time for anti-jerk function
TVLBZ;Delay time for charge balance release
TVLDIMX;Duty cycle threshold for I-component adaptation in boost control
TVLDOBSO;Delay time for aborting hold phase
TVLDPMN;Minimum TEV duty cycle for continuing leak diagnosis
TVLDPT;Duty cycle for Fast Pulse leak diagnosis pump
TVLDSZW;Duration of ignition angle release during post-charge effect
TVLENA;Delay time for lambda correction
TVLSUBM;Maximum permissible delay for LSU sensor readiness
TVLSUEE;Delay time for LSU heater power stage fault
TVLSUEK;Delay time for LSU sensor error correction
TVLSUHK;Delay time after start for heater coupling diagnosis
TVLSUNP;Delay time for LSU sensor fault
TVLSUOF;Delay time for LSU sensor "offset" fault
TVLSUSA;Delay time for functional check during fuel cut-off
TVLSUSAE;Delay time for fault entry during fuel cut-off
TVLSUSAH;Delay time for fault healing during fuel cut-off
TVLSUST;Delay time for LSU heater power stage diagnosis
TVLSUWU;Maximum time for LSU sensor "warm up"
TVMRFT;Delay time for post-cat lambda sensor lean or rich
TVNOLSU;Delay time for LSU OK
TVNWFE;Delay time for camshaft switching to ADVANCED (Intake)
TVNWSE;Delay time for camshaft switching to RETARDED (Intake)
TVPLMSA;Delay time for LSU non-plausibility detection
TVPWMCSR;Debounce time fault reset
TVPWMCSS;Debounce time fault set
TVRI;Delay time for Ri fault after power stage fault
TVRIF;Delay time for Ri fault (internal resistance)
TVSATEM;Delay time for TEV closed after fuel cut-off readiness
TVSATM;Lock time for fuel cut-off after start end
TVSLR;Duration of LRS deactivation via valve lift control
TVSLVOFF;Time delay for closing secondary air valve
TVSLVON;Time delay for opening secondary air valve
TVTEVMN;Minimum TEV duty cycle during DTEV check
TVTEVPS;Pressure-dependent delay time for tank venting valve
TVTMKIC;Debounce time for tmkic fault
TVTMKIE;Debounce time for switching to substitute value (tmkic)
TVTPDEC;Delay time for decrementing tplsu
TVTPSET;Typical start time until engine runs
TVTSPEV;Correction of injection time depending on evtmod
TVUB;Voltage correction
TVUBATS;Off-delay for exhaust temperature sensor battery readiness
TVUHR;Maximum wait time for new clock information
TVUHRDEV;Debounce for clock information time deviation
TWDKS;Delay time for throttle valve target angle
TVZMSE;Time limit for resetting ZMS resonance monitoring counter
TWDKATST;Wait time after stop condition for filter and integrator
TWDKSV;Time constant for target throttle angle filtering
TWDLDPE;Wait time for LDP power stage fault diagnosis
TWDLSSA;Minimum test time for DLSSA extreme value determination
TWDSLTM;tmot debounce time for adaptation/additional diagnosis
TWDUBRNL;Wait time for UBR diagnosis in after-run
TWHLSLP;Wait time for secondary air pump ramp-up
TWKTDLP;Wait time after parameter switching in lambda control
TWKTDTK;Temperature-dependent wait time for catalyst diagnosis
TWLDPE;Debounce time for LDP power stage OK check
TWMLFE;Minimum time for ml in diagnosis range
TWMSLMIN;Debounce time for fault message B_mslmin
TWNSTA;Wait time after engine start
TWNTAL;Wait time until "Not empty tank" signal is valid
TZLRKTD_0_A;Period duration for lambda control from cat diagnosis
TZLRKTD_1_A;Period duration for lambda control from cat diagnosis
TZLRKTT_0_A;Period duration for lambda control (tester mode)
TZLRKTT_1_A;Period duration for lambda control (tester mode)
TZMIN;Time window for tooth detection after battery dip
TZMSAS;Time limit for ZMS resonance outside start
TZMSST;Time limit for ZMS resonance inside start
TZSUDYN;Duration of dynamic lead
TZTOL_UM;Tolerance between time and tooth counter in timer increments
TZZMX;Time window for tooth detection
T_ASRFGR;Time for cruise control drop-off during ASR intervention
T_GEUEW;Monitoring time for gearbox intervention (ignition only)
T_NOMAIR;Timeout time for Airbag message
T_NOMAIRTA;Extended timeout time for Airbag message
T_NOMASR;Filter time until detection of communication loss to ASR node
T_NOMASRTA;DCAN timeout time for ASR message
T_NOMBR3;CAN: Timeout time for brake 3 message
T_NOMBSG;Timeout time for BSG message
T_NOMEGS;Filter time until detection of communication loss to EGS node
T_NOMGRA;Error time for cruise control (GRA) message
T_NOMGRATA;Timeout time for cruise control (GRA) message
T_NOMKBI;DCAN timeout time for instrument cluster message
T_NOMKBI1;Timeout time for Instrument cluster 1 message
T_NOMKBI23;Timeout time for Instrument cluster 2 and 3 messages
T_NOMKLA;Timeout time for AC (Clima1) message
T_NOMLWS;CAN timeout time for steering angle sensor message
T_SFSEN;Time after start end for gear stage evaluation S_fs
UADHFMMN;Minimum voltage for HFM diagnosis during start
UADHFMMX;Maximum voltage for HFM diagnosis during start
UADPLMN;Minimum voltage for boost pressure sensor diagnosis
UADPLMX;Maximum voltage for boost pressure sensor diagnosis
UADPUMN;Minimum voltage for pressure sensor diagnosis
UADPUMX;Maximum voltage for pressure sensor diagnosis
UBATSMN;Minimum battery voltage for exhaust temperature sensor
UBDE;Battery substitute value for defective AD channel
UBDEKPMN;Battery voltage threshold for test pulses
UBDLS;Battery voltage threshold for sensor diagnosis release
UBDLSMX;Upper battery voltage threshold for sensor diagnosis
UBDMN3;Battery voltage lower threshold for switching to after-run value
UBDOLDPE;Upper voltage threshold for LDP power stage diagnosis
UBDTRDE;Battery voltage drop for "starter engaged" detection
UBDULDPE;Lower voltage threshold for LDP power stage diagnosis
UBGGLSU;Battery voltage threshold for B_sbbvk LSU release
UBHFM;Battery voltage threshold for switching to substitute load signal
UBHS;Battery voltage threshold for sensor heater shut-off
UBKL15;Battery voltage threshold for redundant Terminal 15 detection
UBNACHL;Battery substitute value during after-run
UBRDMN1;Lower limit voltage via main relay, load drop detection
UBRDMN2;Lower limit voltage via main relay
UBRDMX;Upper limit voltage via main relay
UBRDUNL;Threshold for unplausibility of voltage via main relay (after-run)
UBSLMN;Minimum voltage for secondary air ON
UBSLMX;Maximum voltage for secondary air ON
UBSLSTMN;Minimum voltage for secondary air ON during start
UBSOLMN;Minimum battery target voltage
UBSOLMX;Maximum battery target voltage
UBSTS;Threshold for battery dip detection during start
UBVDKPO;Battery voltage threshold for switching to amplified signal (DK Poti 1)
UBVDKPU;Battery voltage threshold for switching to unamplified signal (DK Poti 1)
UDKNLPTOL;Permissible potentiometer voltage tolerance of NLP
UDKP1DUS;Nominal switching threshold for DK Poti 1 switchover
UDKP1NHUB;Nominal stroke of throttle valve in DV-E (Poti 1)
UDKP1VID;Nominal gain for DK Poti 1
UDKP1VOMA;Maximum offset error for DK Poti 1 amplifier
UDKP1VOMI;Minimum offset error for DK Poti 1 amplifier
UDKP1VOSC;Lower limit for upper alignment point DK Poti 1
UDKP1VUSC;Upper limit for lower alignment point DK Poti 1
UDKP1VVMA;Upper value gain error for amplifier
UDKP1VVMI;Lower value gain error for amplifier
UDKRGOFS;Voltage threshold for amplifier basic offset (Knock Control)
UHEMN;Threshold for energized heater power stage
UHEMX;Threshold for de-energized heater power stage
UHRMN1;Lower limit main relay voltage, short to ground detection
UHRMN2;Lower limit main relay voltage, signal error detection
UHRMNDEV;Minimum deviation threshold for off-time
UHRMX1;Upper limit main relay voltage
UHRMX2;Upper limit main relay voltage, short to battery detection
UHRMXDEV;Maximum deviation threshold for off-time
